,Notes,County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
3883,,"Yoakum County, TX",48501.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,53.0
3884,,"Young County, TX",48503.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,229.0
3885,,"Zapata County, TX",48505.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,92.0
3886,,"Zavala County, TX",48507.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,77.0
3626,,"Anderson County, TX",48001.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,588.0
3627,,"Andrews County, TX",48003.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,131.0
3628,,"Angelina County, TX",48005.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,836.0
3629,,"Aransas County, TX",48007.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,302.0
3630,,"Archer County, TX",48009.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,78.0
3631,,"Armstrong County, TX",48011.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,27.0
3632,,"Atascosa County, TX",48013.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,362.0
3633,,"Austin County, TX",48015.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,254.0
3634,,"Bailey County, TX",48017.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,63.0
3635,,"Bandera County, TX",48019.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,177.0
3636,,"Bastrop County, TX",48021.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,522.0
3637,,"Baylor County, TX",48023.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,68.0
3638,,"Bee County, TX",48025.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,244.0
3639,,"Bell County, TX",48027.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
3640,,"Bell County, TX",48027.0,2010.0,2010.0,All other alcohol-induced causes,A9,18.0
3641,,"Bell County, TX",48027.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,1864.0
3642,,"Bexar County, TX",48029.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,168.0
3643,,"Bexar County, TX",48029.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0
3644,,"Bexar County, TX",48029.0,2010.0,2010.0,All other alcohol-induced causes,A9,123.0
3645,,"Bexar County, TX",48029.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,10866.0
3646,,"Blanco County, TX",48031.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,116.0
3647,,"Bosque County, TX",48035.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,235.0
3648,,"Bowie County, TX",48037.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,973.0
3649,,"Brazoria County, TX",48039.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
3650,,"Brazoria County, TX",48039.0,2010.0,2010.0,All other alcohol-induced causes,A9,11.0
3651,,"Brazoria County, TX",48039.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,1851.0
3652,,"Brazos County, TX",48041.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
3653,,"Brazos County, TX",48041.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,823.0
3654,,"Brewster County, TX",48043.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,97.0
3655,,"Briscoe County, TX",48045.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,20.0
3656,,"Brooks County, TX",48047.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,84.0
3657,,"Brown County, TX",48049.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,494.0
3658,,"Burleson County, TX",48051.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,168.0
3659,,"Burnet County, TX",48053.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,407.0
3660,,"Caldwell County, TX",48055.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,293.0
3661,,"Calhoun County, TX",48057.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,174.0
3662,,"Callahan County, TX",48059.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,169.0
3663,,"Cameron County, TX",48061.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
3664,,"Cameron County, TX",48061.0,2010.0,2010.0,All other alcohol-induced causes,A9,13.0
3665,,"Cameron County, TX",48061.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,2361.0
3666,,"Camp County, TX",48063.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,128.0
3667,,"Carson County, TX",48065.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,56.0
3668,,"Cass County, TX",48067.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,402.0
3669,,"Castro County, TX",48069.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,41.0
3670,,"Chambers County, TX",48071.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,210.0
3671,,"Cherokee County, TX",48073.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,508.0
3672,,"Childress County, TX",48075.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,57.0
3673,,"Clay County, TX",48077.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,117.0
3674,,"Cochran County, TX",48079.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,32.0
3675,,"Coke County, TX",48081.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,59.0
3676,,"Coleman County, TX",48083.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,113.0
3677,,"Collin County, TX",48085.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
3678,,"Collin County, TX",48085.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
3679,,"Collin County, TX",48085.0,2010.0,2010.0,All other alcohol-induced causes,A9,27.0
3680,,"Collin County, TX",48085.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,3005.0
3681,,"Collingsworth County, TX",48087.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,37.0
3682,,"Colorado County, TX",48089.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,245.0
3683,,"Comal County, TX",48091.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
3684,,"Comal County, TX",48091.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,949.0
3685,,"Comanche County, TX",48093.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,173.0
3686,,"Concho County, TX",48095.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,30.0
3687,,"Cooke County, TX",48097.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,370.0
3688,,"Coryell County, TX",48099.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,397.0
3689,,"Cottle County, TX",48101.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,15.0
3690,,"Crane County, TX",48103.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,31.0
3691,,"Crockett County, TX",48105.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,39.0
3692,,"Crosby County, TX",48107.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,85.0
3693,,"Culberson County, TX",48109.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,19.0
3694,,"Dallam County, TX",48111.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,36.0
3695,,"Dallas County, TX",48113.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,163.0
3696,,"Dallas County, TX",48113.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,36.0
3697,,"Dallas County, TX",48113.0,2010.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0
3698,,"Dallas County, TX",48113.0,2010.0,2010.0,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,18.0
3699,,"Dallas County, TX",48113.0,2010.0,2010.0,All other alcohol-induced causes,A9,132.0
3700,,"Dallas County, TX",48113.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,13765.0
3701,,"Dawson County, TX",48115.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,148.0
3702,,"Deaf Smith County, TX",48117.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,135.0
3703,,"Delta County, TX",48119.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,77.0
3704,,"Denton County, TX",48121.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
3705,,"Denton County, TX",48121.0,2010.0,2010.0,All other alcohol-induced causes,A9,23.0
3706,,"Denton County, TX",48121.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,2614.0
3707,,"DeWitt County, TX",48123.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,236.0
3708,,"Dickens County, TX",48125.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,18.0
3709,,"Dimmit County, TX",48127.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,76.0
3710,,"Donley County, TX",48129.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,52.0
3711,,"Duval County, TX",48131.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,120.0
3712,,"Eastland County, TX",48133.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,268.0
3713,,"Ector County, TX",48135.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
3714,,"Ector County, TX",48135.0,2010.0,2010.0,All other alcohol-induced causes,A9,11.0
3715,,"Ector County, TX",48135.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,1102.0
3716,,"Edwards County, TX",48137.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,17.0
3717,,"Ellis County, TX",48139.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
3718,,"Ellis County, TX",48139.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,952.0
3719,,"El Paso County, TX",48141.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0
3720,,"El Paso County, TX",48141.0,2010.0,2010.0,All other alcohol-induced causes,A9,57.0
3721,,"El Paso County, TX",48141.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,4480.0
3722,,"Erath County, TX",48143.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,288.0
3723,,"Falls County, TX",48145.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,193.0
3724,,"Fannin County, TX",48147.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,409.0
3725,,"Fayette County, TX",48149.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,276.0
3726,,"Fisher County, TX",48151.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,42.0
3727,,"Floyd County, TX",48153.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,74.0
3728,,"Foard County, TX",48155.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,19.0
3729,,"Fort Bend County, TX",48157.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
3730,,"Fort Bend County, TX",48157.0,2010.0,2010.0,All other alcohol-induced causes,A9,12.0
3731,,"Fort Bend County, TX",48157.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,2274.0
3732,,"Franklin County, TX",48159.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,135.0
3733,,"Freestone County, TX",48161.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,188.0
3734,,"Frio County, TX",48163.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,109.0
3735,,"Gaines County, TX",48165.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,103.0
3736,,"Galveston County, TX",48167.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0
3737,,"Galveston County, TX",48167.0,2010.0,2010.0,All other alcohol-induced causes,A9,26.0
3738,,"Galveston County, TX",48167.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,2144.0
3739,,"Garza County, TX",48169.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,58.0
3740,,"Gillespie County, TX",48171.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,359.0
3741,,"Goliad County, TX",48175.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,59.0
3742,,"Gonzales County, TX",48177.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,208.0
3743,,"Gray County, TX",48179.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,260.0
3744,,"Grayson County, TX",48181.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
3745,,"Grayson County, TX",48181.0,2010.0,2010.0,All other alcohol-induced causes,A9,11.0
3746,,"Grayson County, TX",48181.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,1308.0
3747,,"Gregg County, TX",48183.0,2010.0,2010.0,All other alcohol-induced causes,A9,15.0
3748,,"Gregg County, TX",48183.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,1256.0
3749,,"Grimes County, TX",48185.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,266.0
3750,,"Guadalupe County, TX",48187.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
3751,,"Guadalupe County, TX",48187.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,832.0
3752,,"Hale County, TX",48189.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,296.0
3753,,"Hall County, TX",48191.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,44.0
3754,,"Hamilton County, TX",48193.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,136.0
3755,,"Hansford County, TX",48195.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,56.0
3756,,"Hardeman County, TX",48197.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,27.0
3757,,"Hardin County, TX",48199.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
3758,,"Hardin County, TX",48199.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,497.0
3759,,"Harris County, TX",48201.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,375.0
3760,,"Harris County, TX",48201.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,70.0
3761,,"Harris County, TX",48201.0,2010.0,2010.0,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,22.0
3762,,"Harris County, TX",48201.0,2010.0,2010.0,All other alcohol-induced causes,A9,192.0
3763,,"Harris County, TX",48201.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,21299.0
3764,,"Harrison County, TX",48203.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,570.0
3765,,"Hartley County, TX",48205.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,42.0
3766,,"Haskell County, TX",48207.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,83.0
3767,,"Hays County, TX",48209.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
3768,,"Hays County, TX",48209.0,2010.0,2010.0,All other alcohol-induced causes,A9,14.0
3769,,"Hays County, TX",48209.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,762.0
3770,,"Hemphill County, TX",48211.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,27.0
3771,,"Henderson County, TX",48213.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
3772,,"Henderson County, TX",48213.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,934.0
3773,,"Hidalgo County, TX",48215.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
3774,,"Hidalgo County, TX",48215.0,2010.0,2010.0,All other alcohol-induced causes,A9,31.0
3775,,"Hidalgo County, TX",48215.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,3595.0
3776,,"Hill County, TX",48217.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,377.0
3777,,"Hockley County, TX",48219.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,209.0
3778,,"Hood County, TX",48221.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,537.0
3779,,"Hopkins County, TX",48223.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
3780,,"Hopkins County, TX",48223.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,364.0
3781,,"Houston County, TX",48225.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,303.0
3782,,"Howard County, TX",48227.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,341.0
3783,,"Hudspeth County, TX",48229.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,22.0
3784,,"Hunt County, TX",48231.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,847.0
3785,,"Hutchinson County, TX",48233.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,271.0
3786,,"Irion County, TX",48235.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,15.0
3787,,"Jack County, TX",48237.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,82.0
3788,,"Jackson County, TX",48239.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,132.0
3789,,"Jasper County, TX",48241.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,399.0
3790,,"Jeff Davis County, TX",48243.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,21.0
3791,,"Jefferson County, TX",48245.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
3792,,"Jefferson County, TX",48245.0,2010.0,2010.0,All other alcohol-induced causes,A9,11.0
3793,,"Jefferson County, TX",48245.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,2319.0
3794,,"Jim Hogg County, TX",48247.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,45.0
3795,,"Jim Wells County, TX",48249.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,359.0
3796,,"Johnson County, TX",48251.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
3797,,"Johnson County, TX",48251.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,1176.0
3798,,"Jones County, TX",48253.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,205.0
3799,,"Karnes County, TX",48255.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,130.0
3800,,"Kaufman County, TX",48257.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,776.0
3801,,"Kendall County, TX",48259.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,284.0
3802,,"Kerr County, TX",48265.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,631.0
3803,,"Kimble County, TX",48267.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,71.0
3804,,"Kinney County, TX",48271.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,40.0
3805,,"Kleberg County, TX",48273.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,247.0
3806,,"Knox County, TX",48275.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,57.0
3807,,"Lamar County, TX",48277.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,548.0
3808,,"Lamb County, TX",48279.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,160.0
3809,,"Lampasas County, TX",48281.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,202.0
3810,,"La Salle County, TX",48283.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,49.0
3811,,"Lavaca County, TX",48285.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,211.0
3812,,"Lee County, TX",48287.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,143.0
3813,,"Leon County, TX",48289.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,196.0
3814,,"Liberty County, TX",48291.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
3815,,"Liberty County, TX",48291.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,677.0
3816,,"Limestone County, TX",48293.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,267.0
3817,,"Lipscomb County, TX",48295.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,21.0
3818,,"Live Oak County, TX",48297.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,96.0
3819,,"Llano County, TX",48299.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,283.0
3820,,"Lubbock County, TX",48303.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
3821,,"Lubbock County, TX",48303.0,2010.0,2010.0,All other alcohol-induced causes,A9,10.0
3822,,"Lubbock County, TX",48303.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,2197.0
3823,,"Lynn County, TX",48305.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,43.0
3824,,"McCulloch County, TX",48307.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,107.0
3825,,"McLennan County, TX",48309.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
3826,,"McLennan County, TX",48309.0,2010.0,2010.0,All other alcohol-induced causes,A9,24.0
3827,,"McLennan County, TX",48309.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,1944.0
3828,,"Madison County, TX",48313.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,106.0
3829,,"Marion County, TX",48315.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,156.0
3830,,"Martin County, TX",48317.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,33.0
3831,,"Mason County, TX",48319.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,46.0
3832,,"Matagorda County, TX",48321.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,350.0
3833,,"Maverick County, TX",48323.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,299.0
3834,,"Medina County, TX",48325.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,362.0
3835,,"Menard County, TX",48327.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,40.0
3836,,"Midland County, TX",48329.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
3837,,"Midland County, TX",48329.0,2010.0,2010.0,All other alcohol-induced causes,A9,12.0
3838,,"Midland County, TX",48329.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,904.0
3839,,"Milam County, TX",48331.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,285.0
3840,,"Mills County, TX",48333.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,69.0
3841,,"Mitchell County, TX",48335.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,99.0
3842,,"Montague County, TX",48337.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,257.0
3843,,"Montgomery County, TX",48339.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
3844,,"Montgomery County, TX",48339.0,2010.0,2010.0,All other alcohol-induced causes,A9,20.0
3845,,"Montgomery County, TX",48339.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,2781.0
3846,,"Moore County, TX",48341.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,149.0
3847,,"Morris County, TX",48343.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,151.0
3848,,"Motley County, TX",48345.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,18.0
3849,,"Nacogdoches County, TX",48347.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,553.0
3850,,"Navarro County, TX",48349.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,454.0
3851,,"Newton County, TX",48351.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,159.0
3852,,"Nolan County, TX",48353.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,173.0
3853,,"Nueces County, TX",48355.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
3854,,"Nueces County, TX",48355.0,2010.0,2010.0,All other alcohol-induced causes,A9,32.0
3855,,"Nueces County, TX",48355.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,2471.0
3856,,"Ochiltree County, TX",48357.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,66.0
3857,,"Oldham County, TX",48359.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,12.0
3858,,"Orange County, TX",48361.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
3859,,"Orange County, TX",48361.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,862.0
3860,,"Palo Pinto County, TX",48363.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,297.0
3861,,"Panola County, TX",48365.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,263.0
3862,,"Parker County, TX",48367.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
3863,,"Parker County, TX",48367.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,914.0
3864,,"Parmer County, TX",48369.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,93.0
3865,,"Pecos County, TX",48371.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,93.0
3866,,"Polk County, TX",48373.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,593.0
3867,,"Potter County, TX",48375.0,2010.0,2010.0,All other alcohol-induced causes,A9,14.0
3868,,"Potter County, TX",48375.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,1080.0
3869,,"Presidio County, TX",48377.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,33.0
3870,,"Rains County, TX",48379.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,108.0
3871,,"Randall County, TX",48381.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,899.0
3872,,"Reagan County, TX",48383.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,24.0
3873,,"Real County, TX",48385.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,43.0
3874,,"Red River County, TX",48387.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,178.0
3875,,"Reeves County, TX",48389.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,94.0
3876,,"Refugio County, TX",48391.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,112.0
3877,,"Robertson County, TX",48395.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,186.0
3878,,"Rockwall County, TX",48397.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,419.0
3879,,"Runnels County, TX",48399.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,139.0
3880,,"Rusk County, TX",48401.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,563.0
3881,,"Sabine County, TX",48403.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,164.0
3882,,"San Augustine County, TX",48405.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,163.0
3883,,"San Jacinto County, TX",48407.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,288.0
3884,,"San Patricio County, TX",48409.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,586.0
